Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
0,1,0,1,1,0.2848168814509589,-0.5544873301529852,-0.10018175307015946,360.0,1.0,0
1,1,2,0,1,0.09772843680942066,-0.5544873301529852,0.6977317115432552,240.0,1.0,1
1,1,0,0,0,0.11083445744980862,0.32414436955379017,0.42382111921327703,360.0,1.0,0
0,0,0,0,0,-0.36769912118235704,-0.5544873301529852,-0.5527296882240365,360.0,1.0,1
0,0,0,0,0,-0.40734483361953067,-0.5544873301529852,-0.7432761872361952,360.0,1.0,1
1,1,0,1,1,-0.10951051456671408,-0.5544873301529852,-0.10018175307015946,360.0,1.0,2
1,1,2,0,0,0.7043733672013787,-0.5544873301529852,-0.4098198139649174,360.0,1.0,2
1,1,0,0,0,0.06971431769059137,-0.5544873301529852,-0.10018175307015946,360.0,1.0,0
1,1,1,0,0,0.24107553756366404,-0.5544873301529852,0.6381859306019556,360.0,1.0,1
1,0,0,0,0,-0.22992207920027855,0.30054546442347974,-0.07636344069363962,360.0,1.0,0
1,0,0,0,0,2.429453333992445,-0.5544873301529852,3.9727496633147332,360.0,1.0,0
1,0,0,1,0,-0.2572808972870884,-0.5544873301529852,-0.4336381263414372,360.0,1.0,0
1,1,2,0,0,-0.34853156599578966,-0.3889529811229816,-0.1359092216349392,360.0,1.0,1
1,0,0,0,0,-0.2954521824022184,-0.5544873301529852,-0.7909128119892349,360.0,1.0,2
1,1,0,0,0,1.8493480953972723,-0.5544873301529852,-0.4336381263414372,360.0,1.0,1
0,0,3,0,0,-0.3801498407907256,-0.5544873301529852,1.2931895209562512,360.0,1.0,0
1,1,2,0,0,0.18619407613203942,-0.5544873301529852,0.6977317115432552,360.0,1.0,1
1,1,0,0,0,-0.5613405761440893,-0.213500251675891,-1.1481874976370325,360.0,1.0,1
1,1,1,0,0,0.437174371395469,-0.4724041818736446,1.2693712085797315,360.0,1.0,2
0,0,0,0,0,-0.18077450179882365,-0.5544873301529852,-0.1240000654466793,360.0,0.0,1
1,1,0,1,0,-0.6119625808675878,0.7759436982079941,0.6500950867902155,360.0,0.0,1
1,1,1,0,0,0.10837707857973587,0.13090695797950908,1.2336437400149516,360.0,1.0,1
1,0,0,0,0,-0.5903376468109477,-0.13962541822448443,-1.1839149662018122,360.0,1.0,2
1,0,0,0,1,0.8211807761588364,-0.5544873301529852,0.4833669001545767,360.0,0.0,2
1,1,0,0,0,1.5038406262650446,-0.5544873301529852,3.4487467910312968,360.0,1.0,1
1,1,1,0,0,-0.025140506694216542,-0.3191823050855421,0.1618196830715588,360.0,1.0,0
1,1,0,0,0,0.08511389194304723,0.14800761387103836,0.7691866486728147,360.0,1.0,0
0,0,0,0,0,0.29431874641524014,-0.5544873301529852,-0.31454656445883805,360.0,1.0,0
1,1,1,1,0,-0.13916288626559187,-0.13415320833919506,0.13800137069503896,360.0,1.0,2
1,1,3,0,0,12.38462278717314,-0.5544873301529852,2.543650920723543,360.0,0.0,0
0,0,0,1,0,-0.17258323889858118,-0.5544873301529852,0.09036474594199927,360.0,1.0,0
0,0,0,0,0,-0.35492075105797877,-0.5544873301529852,-1.3863706214022309,360.0,1.0,2
1,1,1,0,1,-0.3174047669748682,-0.1406514575779762,-0.19545500257623882,360.0,1.0,0
1,0,0,1,0,-0.2459769544847538,0.015306524152771011,-0.44554728252969716,360.0,1.0,0
1,1,1,0,0,-0.4286421171601611,0.10115181672824809,-0.004908503564080093,360.0,0.0,0
1,1,2,1,1,0.16047351062527804,-0.21247421232239924,0.4833669001545767,360.0,1.0,0
0,1,0,0,0,-0.3665523443763231,-0.5544873301529852,-1.3149156842726715,360.0,1.0,1
1,0,0,0,1,0.10591969970966313,0.9274555094069438,-0.31454656445883805,180.0,1.0,2
1,1,1,1,0,-0.45927744040706797,0.30054546442347974,-0.6718212501066356,360.0,1.0,1
1,1,1,0,0,0.30251000931548266,0.015648537270601597,-0.4336381263414372,342.0,0.0,2
1,0,0,0,0,-0.2143586796898178,0.6244318870090446,0.05463727737721951,360.0,1.0,0
1,1,0,0,0,9.490977255033481,-0.5544873301529852,4.091841225197332,180.0,1.0,2
1,1,0,0,0,-0.4920424920080379,-0.5544873301529852,-0.8504585929305345,360.0,1.0,2
1,1,0,0,0,-0.5439750987955752,0.5228539910133606,-0.21927331495275867,360.0,1.0,1
1,0,0,0,0,-0.014328039665896469,-0.5544873301529852,-0.1240000654466793,360.0,1.0,2
1,1,1,0,1,-0.49286161829806213,-0.5544873301529852,0.0,360.0,1.0,1
1,1,2,1,0,-0.28316528805185465,-0.4717201556379834,-0.4574564387179571,360.0,1.0,1
0,0,1,0,0,1.2874274604406384,-0.5544873301529852,-1.2672790595196317,360.0,1.0,2
0,0,0,0,0,-0.2027270863714735,-0.5544873301529852,-1.219642434766592,360.0,1.0,1
0,0,0,0,0,-0.44830114812074306,0.0012839863217169861,-0.7432761872361952,360.0,1.0,2
0,0,0,0,0,0.09772843680942066,-0.5544873301529852,0.11418305831851912,360.0,1.0,2
0,1,0,0,0,-0.40537893052347246,0.24342927374577186,-0.08827259688189953,360.0,1.0,1
1,1,0,0,0,-0.717302221764706,1.3265848179152375,0.8287324296141143,360.0,1.0,0
1,0,0,0,0,-0.4756599662075529,-0.5544873301529852,-1.088641716695733,360.0,1.0,1
1,0,0,0,0,-0.4976125507802028,0.3111478710762279,-0.1240000654466793,360.0,1.0,1
1,1,3,0,0,5.667623383716302,-0.5544873301529852,5.401848405905923,180.0,0.0,1
1,1,0,1,0,-0.4111128145536422,0.4004132948300108,0.10227390213025919,360.0,1.0,0
1,1,0,0,0,-0.355739877348003,0.11243824961665744,-0.4574564387179571,360.0,1.0,0
1,0,0,0,1,0.23239279888940703,-0.5544873301529852,-0.0644542845053797,360.0,1.0,0
1,0,2,0,0,-0.17192793786656177,-0.5544873301529852,-0.1240000654466793,360.0,1.0,0
1,1,0,0,1,-0.5439750987955752,0.8419522299492973,0.1618196830715588,360.0,1.0,1
0,0,1,1,1,-0.25171083851492354,-0.5544873301529852,-1.0052776233779135,360.0,1.0,1
1,1,0,0,0,0.6028017072383719,-0.5544873301529852,0.9716423038732334,360.0,1.0,1
1,0,0,0,0,-0.3994812212352979,1.3953294545991854,0.10227390213025919,60.0,1.0,2
1,1,2,0,0,-0.4415843125425442,-0.1553580216446914,-0.5884571567888162,360.0,1.0,1
0,0,1,0,1,0.33543888617445744,-0.5544873301529852,0.0,360.0,1.0,1
1,1,2,0,0,1.8450886386891463,-0.5544873301529852,1.5313726447214497,360.0,1.0,2
1,1,0,0,0,-0.17913624921877516,-0.5544873301529852,-0.19545500257623882,360.0,1.0,1
1,0,0,1,0,0.10510057341963888,-0.5544873301529852,-0.37409234540013764,360.0,0.0,0
1,0,0,0,0,-0.04578248920282759,-0.5544873301529852,-0.26690993970579835,342.0,0.0,0
1,0,0,0,0,-0.5816549081366906,0.41682992448587897,-0.3860015015883976,360.0,1.0,0
1,0,0,0,0,0.6163992036527745,-0.5544873301529852,1.1621888028853922,360.0,1.0,2
1,0,0,0,0,-0.11852090375698081,0.15929404675944772,0.0,360.0,1.0,1
0,1,0,0,0,-0.45190530379684973,0.6220377951842305,-0.31454656445883805,360.0,0.0,2
1,1,1,0,0,0.09035630019920242,1.3693364576440608,2.0077388922518464,360.0,1.0,2
1,1,1,0,1,1.845252463947151,0.21504218496583322,-0.7194578748596754,360.0,1.0,1
0,0,3,0,0,-0.8170718038896595,13.696173250494041,2.4245593588409435,180.0,1.0,2
0,1,0,1,0,-0.3909623078190457,-0.32773263303130673,-0.5289113758475166,360.0,1.0,1
1,0,0,0,1,0.25336243191402774,-0.5544873301529852,0.3404570258954576,180.0,1.0,1
1,1,0,0,0,0.4800965889927396,-0.5544873301529852,0.1618196830715588,360.0,1.0,1
1,1,0,0,0,-0.5089164935825374,-0.03394336481483337,-0.5050930634709968,360.0,1.0,2
1,1,2,0,0,-0.05921616035922526,0.15792599428812537,0.4595485877780568,360.0,1.0,0
1,1,0,1,0,-0.483195928075776,0.24342927374577186,0.41191196302501715,360.0,0.0,2
1,0,2,0,0,-0.2974180854982766,-0.5544873301529852,-0.4336381263414372,360.0,0.0,0
1,1,2,0,0,-0.1290057202692912,-0.5544873301529852,-0.14781837782319915,360.0,1.0,2
1,0,0,0,0,-0.10705313569664134,-0.5544873301529852,-0.624184625353596,360.0,1.0,1
1,0,3,1,0,-0.11409762179084987,0.12714481368337263,0.018909808812439748,360.0,1.0,1
1,0,0,0,0,-0.36638851911831827,-0.5544873301529852,-0.8623677491187944,360.0,1.0,2
0,0,0,0,0,-0.4920424920080379,0.08268310836539645,-0.5050930634709968,360.0,0.0,2
1,1,0,0,0,-0.39128995833505537,0.1938373716603369,0.07845558975373935,360.0,1.0,0
1,0,0,1,0,-0.2712060442175006,0.015990550388432185,-0.4336381263414372,360.0,1.0,1
1,1,0,0,0,-0.1806106765408188,-0.5544873301529852,-0.3383648768353579,360.0,1.0,2
1,1,0,1,0,0.10313467032358069,-0.5544873301529852,0.1618196830715588,360.0,1.0,2
1,0,0,0,0,-0.3118347082027033,-0.5544873301529852,-0.779003655800975,300.0,1.0,1
0,0,0,1,0,-0.3282172340031883,-0.5544873301529852,-0.612275469165336,360.0,1.0,0
1,1,1,0,0,-0.4130787176497004,0.07584284600878473,-0.2788190958940583,480.0,1.0,1
1,1,0,0,0,0.4091602522766397,0.07242271483047887,0.4000028068367572,360.0,1.0,0
1,1,3,1,1,0.2779362206147552,-0.5544873301529852,-0.2550007835175384,60.0,1.0,2
1,1,0,0,0,-0.49482752139412034,0.5857844046941885,0.30472955733067786,360.0,1.0,1
1,1,2,0,0,-0.3609822856041582,-0.31507814767157505,-0.9100043738718341,360.0,1.0,2
0,0,0,1,0,-0.1630813739342999,-0.5544873301529852,-0.31454656445883805,360.0,1.0,1
0,0,0,0,0,-0.35377397425194484,-0.5544873301529852,-0.7909128119892349,360.0,1.0,2
1,1,0,1,0,-0.3272342824551592,0.956184611304713,-0.2788190958940583,360.0,1.0,1
1,1,0,0,0,0.35624469394107333,-0.2090540811440934,0.3404570258954576,342.0,1.0,1
1,1,0,0,0,-0.12753129294724755,0.4226441474889989,-0.42172897015317734,12.0,1.0,2
1,1,3,1,0,-0.07740076399776356,-0.5544873301529852,-0.21927331495275867,360.0,1.0,1
1,0,0,0,1,-0.03890182836662391,-0.5544873301529852,-0.21927331495275867,360.0,1.0,1
1,1,0,1,0,-0.5903376468109477,0.44897915756195406,-0.6360937815418559,360.0,0.0,2
1,1,0,0,0,-0.45927744040706797,0.6425585822540657,-0.37409234540013764,342.0,1.0,2
1,0,0,0,1,0.9168547268336686,-0.5544873301529852,-0.7551853434244551,360.0,1.0,2
1,1,0,0,0,-0.10705313569664134,0.24342927374577186,-0.19545500257623882,360.0,1.0,2
1,1,3,1,0,-0.23123268126431734,-0.5544873301529852,0.0,180.0,1.0,2
1,1,1,1,0,-0.47697056827159173,0.25779382469465645,0.0,360.0,1.0,0
1,1,1,0,0,0.010573399550840669,-0.2015297925518205,-1.4340072461552706,360.0,1.0,1
0,0,0,0,0,-0.31019645562265485,-0.5544873301529852,-0.8385494367422746,360.0,0.0,2
1,1,3,1,0,-0.4024300758793852,0.01462249791710984,-0.9100043738718341,180.0,0.0,2
0,0,0,0,0,-0.474513189401519,-0.5544873301529852,-1.076732560507473,360.0,1.0,0
1,0,0,0,0,-0.5552790415979099,0.10525597414221513,-0.8623677491187944,360.0,1.0,2
1,1,2,0,0,0.35706382023109756,-0.5544873301529852,0.4833669001545767,360.0,1.0,2
1,1,2,1,0,-0.29528835714421353,-0.010686472802353523,0.0,360.0,1.0,0
1,1,0,0,0,-0.37687333563062864,-0.10987027697322346,-0.7909128119892349,360.0,1.0,2
1,1,1,0,0,-0.32543220461710587,0.04403562605054023,0.47145774396631673,360.0,1.0,2
1,1,0,0,0,-0.2959436581762329,0.18323496500758873,-0.32645572064709794,360.0,0.0,0
1,0,0,0,0,0.07299082285068836,-0.5544873301529852,0.0,360.0,1.0,2
1,1,0,0,0,-0.2777590545376946,0.32414436955379017,0.31663871351893774,360.0,1.0,2
0,0,0,0,0,0.753029468828819,-0.5544873301529852,0.8049141172375945,360.0,1.0,1
0,0,0,0,0,-0.3796583650167111,-0.5544873301529852,-0.31454656445883805,360.0,1.0,1
1,1,3,0,0,0.6717721408584136,-0.5544873301529852,1.5313726447214497,360.0,1.0,0
0,0,0,0,0,-0.3265789814231398,-0.5544873301529852,-0.6956395624831555,342.0,1.0,2
1,1,0,0,0,0.056116821276188854,-0.5544873301529852,1.2931895209562512,360.0,1.0,2
1,1,0,0,0,-0.5857505395868119,-0.09960988343830587,-0.5527296882240365,342.0,0.0,2
1,1,0,0,0,1.5202231520655296,0.16374021729124533,1.8767381741809874,360.0,1.0,0
1,1,0,0,0,-0.13162692439736878,-0.5544873301529852,-0.8742769053070543,180.0,1.0,1
1,1,2,0,0,-0.6724141010713773,-0.18306108418896885,-1.5411896518496098,120.0,1.0,2
0,1,2,0,0,-0.5524940122118274,0.003678078146531088,-0.39791065777665746,480.0,1.0,1
1,1,3,0,0,7.594863718885352,-0.5544873301529852,6.592764024731916,300.0,1.0,2
1,1,1,0,0,-0.07510721038569566,-0.5544873301529852,0.0,360.0,0.0,0
0,0,0,1,0,-0.439618409446486,-0.5544873301529852,-0.7909128119892349,342.0,0.0,2
1,1,1,0,0,-0.2708783937014909,-0.5544873301529852,-0.3621831892118777,360.0,1.0,1
1,1,2,0,0,0.06807606511054287,1.1555782589999446,-0.31454656445883805,360.0,1.0,0
1,1,1,0,0,0.8758984123324562,-0.5544873301529852,1.9720114236870667,360.0,1.0,2
1,0,1,1,0,-0.29610748343423776,-0.5544873301529852,-0.5527296882240365,240.0,1.0,2
1,1,1,1,0,-0.5644532560461814,0.27865662488232223,-0.1835458463879789,360.0,1.0,0
1,1,0,0,0,0.8894959087468587,-0.5544873301529852,1.043097241002793,360.0,1.0,1
1,1,0,0,0,0.04989146147200457,1.3693364576440608,0.4833669001545767,360.0,1.0,1
1,1,2,0,0,0.42537895281911986,-0.5544873301529852,0.6381859306019556,360.0,1.0,1
1,1,0,0,0,-0.521367213190906,-0.5544873301529852,-1.0290959357544334,360.0,0.0,2
1,1,0,0,0,0.01384990471093766,-0.5544873301529852,-0.2550007835175384,360.0,1.0,0
1,0,0,0,1,2.4184770417061197,-0.5544873301529852,5.99730621531892,480.0,1.0,2
1,1,2,0,0,0.9851698594216909,-0.16938055947574543,0.9359148353084537,360.0,1.0,2
1,1,0,0,1,-0.4630454213411795,0.7280618617117122,0.06654643356547943,360.0,1.0,0
0,1,0,0,1,0.015815807806995857,-0.5544873301529852,-0.49318390728273687,360.0,0.0,0
1,0,0,0,0,-0.07428808409567142,-0.5544873301529852,-0.2550007835175384,360.0,1.0,2
0,0,0,0,0,-0.4324100980942726,-0.055490191238160284,-0.4336381263414372,360.0,1.0,2
1,1,0,1,0,-0.08460907534997694,-0.5544873301529852,-0.15972753401145906,360.0,1.0,0
1,1,0,0,0,2.3470492292160055,1.2465537483428806,5.044573720258126,360.0,1.0,0
0,1,2,0,0,1.550203174280417,-0.5544873301529852,-0.9100043738718341,360.0,1.0,2
1,0,1,0,0,-0.16701318012641628,0.058742190117255434,-0.3502740330236178,360.0,1.0,2
1,1,3,1,0,-0.30823055252659665,-0.5544873301529852,-0.779003655800975,180.0,1.0,0
1,1,0,0,0,-0.5030187842943628,0.27215837564354106,-0.1240000654466793,360.0,1.0,2
0,0,0,0,0,-0.49564664768414457,-0.5544873301529852,-1.6364629013556893,360.0,1.0,2
1,0,0,1,0,-0.5575725952099777,-0.5544873301529852,0.0,360.0,1.0,2
1,1,0,1,0,-0.3000392896263542,0.8525546366020454,0.06654643356547943,342.0,0.0,0
1,1,0,0,0,-0.4484649733787479,0.9161690765185344,-0.3026374082705781,360.0,1.0,0
1,0,0,0,0,1.2241909108507665,-0.5544873301529852,3.079562949195239,360.0,1.0,1
1,0,0,0,0,-0.11802942798296626,0.10046779049258692,0.4595485877780568,360.0,1.0,1
1,0,0,0,0,0.0022183113925933404,-0.5544873301529852,0.25709293257763816,360.0,1.0,2
1,1,2,1,0,0.3708251419035049,-0.5544873301529852,0.4595485877780568,360.0,1.0,0
1,1,0,1,0,0.11345566157788621,-0.5544873301529852,0.8525507419906342,360.0,0.0,0
0,0,0,1,0,-0.5728083442044287,0.25437369351635064,-0.31454656445883805,342.0,1.0,2
1,0,0,0,0,-0.47140050949942686,0.05532205893894957,-0.016817659752340015,360.0,1.0,0
1,1,0,0,0,0.6429388954495601,-0.5544873301529852,0.49527605634283656,180.0,1.0,0
1,1,1,0,1,0.3904841728640869,-0.5544873301529852,1.1145521781323524,360.0,1.0,2
1,1,0,0,0,-0.3883411036909681,-0.055490191238160284,-0.612275469165336,360.0,1.0,2
1,1,0,1,0,-0.5161248049347508,0.14082533839659606,-0.4336381263414372,360.0,1.0,0
1,1,0,0,0,-0.47844499559363535,0.2889170184172398,-0.6718212501066356,180.0,0.0,0
1,1,1,0,0,0.09772843680942066,-0.5544873301529852,0.1618196830715588,360.0,1.0,0
1,0,0,0,0,0.1440909848247931,0.9558425981868824,0.745368336296295,360.0,0.0,0
1,1,0,0,0,-0.23106885600631247,0.5652636176243533,0.7215500239197751,360.0,1.0,1
1,0,0,1,0,-0.6489870891766838,-0.5544873301529852,-1.3268248404609313,360.0,1.0,2
1,1,0,1,0,-0.19912293069536682,-0.5544873301529852,-0.37409234540013764,180.0,1.0,1
0,0,1,0,0,-0.2869332689859662,-0.5544873301529852,-0.612275469165336,360.0,1.0,1
1,0,1,1,0,-0.44633524502468486,-0.10918625073756229,-0.624184625353596,360.0,1.0,1
1,0,0,0,0,0.06742076407852347,0.6993327598139429,1.960102267498807,360.0,1.0,0
0,1,1,0,0,-0.34034030309554714,-0.24222935357366024,-0.49318390728273687,84.0,1.0,1
1,1,1,0,1,-0.5284116992851144,-0.5544873301529852,-0.9576409986248737,300.0,0.0,0
1,1,1,0,1,0.7256706507420091,0.07242271483047887,0.42382111921327703,180.0,1.0,2
0,1,1,0,1,2.306748215746812,-0.5544873301529852,5.401848405905923,360.0,1.0,1
1,0,0,1,0,-0.46746870330731044,0.14390345645707134,-0.2430916273292785,360.0,1.0,0
1,1,2,0,0,-0.38178809337077413,2.2178710029817448,0.6381859306019556,360.0,1.0,2
1,1,2,1,0,-0.5644532560461814,-0.05651623059165205,-1.0290959357544334,300.0,1.0,2
1,1,2,0,1,-0.4756599662075529,1.0187730118677103,0.3523661820837175,360.0,1.0,0
1,0,0,0,0,-0.4399460599624957,-0.5544873301529852,-0.9100043738718341,360.0,1.0,1
1,1,2,0,1,-0.6231026984119176,6.285775026458735,1.1026430219440926,360.0,1.0,2
1,1,2,1,0,-0.5587193720160116,0.0012839863217169861,-0.39791065777665746,180.0,1.0,1
